id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	$\alpha{-}cells$|$\alpha{-}cells$	$\alpha{-}cells$|$\beta{-}cells$	$\alpha{-}cells$|$\delta{-}cells$	$\alpha{-}cells$|Acinar cells	$\alpha{-}cells$|Ductal cells	$\alpha{-}cells$|PP cells	$\alpha{-}cells$|Stellate cells	$\beta{-}cells$|$\alpha{-}cells$	$\beta{-}cells$|$\beta{-}cells$	$\beta{-}cells$|$\delta{-}cells$	$\beta{-}cells$|Acinar cells	$\beta{-}cells$|Ductal cells	$\beta{-}cells$|PP cells	$\beta{-}cells$|Stellate cells	$\delta{-}cells$|$\alpha{-}cells$	$\delta{-}cells$|$\beta{-}cells$	$\delta{-}cells$|$\delta{-}cells$	$\delta{-}cells$|Acinar cells	$\delta{-}cells$|Ductal cells	$\delta{-}cells$|PP cells	$\delta{-}cells$|Stellate cells	Acinar cells|$\alpha{-}cells$	Acinar cells|$\beta{-}cells$	Acinar cells|$\delta{-}cells$	Acinar cells|Acinar cells	Acinar cells|Ductal cells	Acinar cells|PP cells	Acinar cells|Stellate cells	Ductal cells|$\alpha{-}cells$	Ductal cells|$\beta{-}cells$	Ductal cells|$\delta{-}cells$	Ductal cells|Acinar cells	Ductal cells|Ductal cells	Ductal cells|PP cells	Ductal cells|Stellate cells	PP cells|$\alpha{-}cells$	PP cells|$\beta{-}cells$	PP cells|$\delta{-}cells$	PP cells|Acinar cells	PP cells|Ductal cells	PP cells|PP cells	PP cells|Stellate cells	Stellate cells|$\alpha{-}cells$	Stellate cells|$\beta{-}cells$	Stellate cells|$\delta{-}cells$	Stellate cells|Acinar cells	Stellate cells|Ductal cells	Stellate cells|PP cells	Stellate cells|Stellate cells
CPI-SS06AA638A8	CD72_SEMA4D	simple:P21854	simple:Q92854	ENSG00000137101	ENSG00000187764	False	False	True	curated	False	1.0	0.0	0.171	0.859	0.667	0.021	0.333	0.36	0.0	0.0	0.282	0.102	0.0	0.0	0.021	0.0	0.0	0.0	0.021	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.393	0.598	1.0	1.0	0.285	0.859	1.0	0.475	0.688	1.0	0.94	0.457	0.919	1.0	0.384	0.576	0.97	0.97	0.417	0.85
CPI-SS0EBA5A4D8	VEGFD_KDR	simple:O43915	simple:P35968	ENSG00000165197	ENSG00000128052	True	False	True	curated	False	1.0	0.97	1.0	1.0	1.0	0.97	0.0	0.979	0.688	0.405	1.0	0.616	0.616	0.0	1.0	0.97	1.0	1.0	1.0	1.0	0.0	1.0	0.97	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.97	1.0	1.0	1.0	1.0	0.0	1.0	0.97	1.0	1.0	1.0	1.0	0.0
CPI-SS0C03F7CDC	VEGFA_KDR	simple:P15692	simple:P35968	ENSG00000112715	ENSG00000128052	True	False	True	curated	False	1.0	0.97	0.94	1.0	0.97	0.97	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.919	0.919	0.919	1.0	0.919	0.919	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.021	0.82	0.799	0.777	1.0	0.829	0.85	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
CPI-SS0859C173B	TNFSF14_LTBR	simple:O43557	simple:P36941	ENSG00000125735	ENSG00000111321	True	False	True	curated	False	0.603	0.949	0.808	0.073	0.97	0.0	0.183	0.594	0.889	0.808	0.073	0.97	0.0	0.183	0.03	0.547	0.607	0.051	0.94	0.0	0.132	0.141	0.577	0.688	0.051	0.94	0.0	0.102	0.402	0.799	0.778	0.051	0.94	0.0	0.162	0.543	0.889	0.808	0.051	0.97	0.0	0.162	0.573	0.919	0.808	0.051	0.97	0.0	0.183
CPI-SS0C28FEC7D	TNFSF13_TNFRSF14	simple:O75888	simple:Q92956	ENSG00000161955	ENSG00000157873	True	False	True	I2D,InnateDB-All	False	1.0	0.76	0.0	1.0	0.676	0.0	0.0	1.0	0.76	0.0	1.0	0.654	0.0	0.0	1.0	0.97	0.0	1.0	0.937	0.0	0.15	0.283	0.133	0.0	1.0	0.492	0.0	0.0	0.0	0.0	0.0	0.949	0.402	0.0	0.0	1.0	0.88	0.0	1.0	0.847	0.0	0.09	1.0	0.88	0.0	1.0	0.787	0.0	0.09
CPI-SS019C98396	TNFSF14_TNFRSF14	simple:O43557	simple:Q92956	ENSG00000125735	ENSG00000157873	True	False	True	curated	False	1.0	0.79	0.0	1.0	0.676	0.0	0.06	1.0	0.82	0.0	1.0	0.676	0.0	0.0	0.598	0.243	0.0	1.0	0.513	0.0	0.0	0.799	0.324	0.0	1.0	0.513	0.0	0.0	1.0	0.67	0.0	1.0	0.654	0.0	0.0	1.0	0.76	0.0	1.0	0.676	0.0	0.0	1.0	0.76	0.0	1.0	0.676	0.0	0.0
CPI-SS0879B8E95	CD160_TNFRSF14	simple:O95971	simple:Q92956	ENSG00000117281	ENSG00000157873	False	True	True	curated	False	1.0	0.7	0.0	1.0	0.654	0.0	0.0	1.0	0.76	0.0	1.0	0.757	0.0	0.0	1.0	0.82	0.0	1.0	0.706	0.0	0.03	1.0	0.73	0.0	1.0	0.714	0.0	0.0	1.0	0.76	0.0	1.0	0.705	0.0	0.03	1.0	0.619	0.0	1.0	0.654	0.0	0.0	1.0	0.85	0.0	1.0	0.727	0.0	0.081
CPI-SS02ACCF1F7	MIF_TNFRSF14	simple:P14174	simple:Q92956	ENSG00000240972	ENSG00000157873	True	False	True	I2D,IntAct	False	1.0	0.73	0.0	1.0	0.676	0.0	0.0	0.838	0.427	0.0	1.0	0.573	0.0	0.0	1.0	0.79	0.0	1.0	0.727	0.0	0.03	0.97	0.79	0.0	1.0	0.766	0.0	0.03	1.0	0.82	0.0	1.0	0.714	0.0	0.0	1.0	0.91	0.0	1.0	0.847	0.0	0.12	1.0	0.85	0.0	1.0	0.757	0.0	0.06
CPI-SS08330207B	BTLA_TNFRSF14	simple:Q7Z6A9	simple:Q92956	ENSG00000186265	ENSG00000157873	False	True	True	guidetopharmacology.org	False	1.0	0.76	0.0	1.0	0.676	0.0	0.0	1.0	0.76	0.0	1.0	0.676	0.0	0.0	1.0	0.559	0.0	1.0	0.624	0.0	0.0	1.0	0.76	0.0	1.0	0.676	0.0	0.0	1.0	0.76	0.0	1.0	0.676	0.0	0.0	1.0	0.76	0.0	1.0	0.736	0.0	0.0	1.0	0.76	0.0	1.0	0.676	0.0	0.0
CPI-SS095E52E66	TNFSF10_TNFRSF10D	simple:P50591	simple:Q9UBN6	ENSG00000121858	ENSG00000173530	True	False	True	curated	False	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.393	0.183	1.0	0.504	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.949	0.859	1.0	0.949	1.0	1.0	1.0	0.838	0.808	1.0	0.868
CPI-SS059EEFDC6	MIF_TNFRSF10D	simple:P14174	simple:Q9UBN6	ENSG00000240972	ENSG00000173530	True	False	True	I2D,IntAct	False	1.0	1.0	1.0	0.0	0.0	1.0	0.03	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.03	0.0	1.0	0.03	1.0	1.0	1.0	0.03	0.0	1.0	0.03	1.0	1.0	1.0	0.06	0.0	1.0	0.03	1.0	1.0	1.0	0.09	0.0	1.0	0.111	1.0	1.0	1.0	0.06	0.0	1.0	0.06
CPI-SS0FF49C823	EFNA1_EPHA1	simple:P20827	simple:P21709	ENSG00000169242	ENSG00000146904	True	False	True	curated	False	0.696	0.777	0.252	0.0	0.778	0.492	0.675	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.364	0.415	0.343	0.112	0.394	0.262	0.385	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS046F6F0C1	EFNA1_EPHA2	simple:P20827	simple:P29317	ENSG00000169242	ENSG00000142627	True	False	True	curated	False	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.517	1.0	1.0	1.0	1.0	1.0	1.0	0.714	1.0	0.949	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.142	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0
CPI-SS09CA492BA	EFNA1_EPHA3	simple:P20827	simple:P29320	ENSG00000169242	ENSG00000044524	True	False	True	curated	False	0.696	0.867	0.799	1.0	0.756	0.777	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.436	1.0	1.0	1.0	1.0	1.0	1.0	0.594	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.415	0.445	0.475	1.0	0.445	0.436	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
CPI-SS0762B455F	EFNA1_EPHA5	simple:P20827	simple:P54756	ENSG00000169242	ENSG00000145242	True	False	True	curated	False	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.658	1.0	1.0	1.0	1.0	1.0	1.0	0.829	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
CPI-SS079EF5D9C	EFNA3_EPHA5	simple:P52797	simple:P54756	ENSG00000143590	ENSG00000145242	False	False	True	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS09E3F5044	EFNA5_EPHA5	simple:P52803	simple:P54756	ENSG00000184349	ENSG00000145242	False	False	True	curated	False	1.0	1.0	1.0	1.0	1.0	0.345	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.949	1.0	1.0	1.0	1.0	1.0	1.0	0.97	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS073811AB3	TNFRSF11B_TNFSF11	simple:O00300	simple:O14788	ENSG00000164761	ENSG00000120659	True	False	True	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.94	0.94	1.0	0.7	0.97	0.97	0.88	0.03	0.03	0.03	0.0	0.03	0.03	0.0	0.723	0.723	0.723	0.633	0.723	0.765	0.663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.898	1.0	1.0	1.0
CPI-SS06CE0CF64	CORT_SSTR1	simple:O00230	simple:P30872	ENSG00000241563	ENSG00000139874	True	False	True	guidetopharmacology.org	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS00E5D7E39	CORT_GHSR	simple:O00230	simple:Q92847	ENSG00000241563	ENSG00000121853	True	False	True	I2D	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS00BD8FF72	POMC_MC1R	simple:P01189	simple:Q01726	ENSG00000115138	ENSG00000258839	True	False	True	guidetopharmacology.org	False	0.0	0.0	0.03	1.0	0.21	0.294	0.063	0.79	0.27	0.363	1.0	0.94	0.94	0.615	0.877	0.697	0.688	1.0	0.928	0.949	0.799	1.0	0.94	0.94	1.0	1.0	1.0	0.97	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.163	0.082	0.082	1.0	0.193	0.244	0.124	0.928	0.817	0.829	1.0	1.0	1.0	0.889
CPI-SS00F282936	CXCR6_CXCL16	simple:O00574	simple:Q9H2A7	ENSG00000172215	ENSG00000161921	True	True	True	guidetopharmacology.org	False	1.0	1.0	0.859	0.0	0.0	1.0	0.658	1.0	1.0	0.88	0.0	0.0	1.0	0.679	1.0	1.0	0.91	0.0	0.0	1.0	0.709	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.88	0.0	0.0	1.0	0.679	0.979	1.0	0.859	0.0	0.0	1.0	0.538	1.0	1.0	0.88	0.0	0.0	1.0	0.649
CPI-SS03165AD8C	ACKR2_CCL2	simple:O00590	simple:P13500	ENSG00000144648	ENSG00000108691	True	True	False	curated	False	1.0	1.0	1.0	0.0	0.0	1.0	0.415	1.0	1.0	1.0	0.0	0.0	1.0	0.505	1.0	1.0	1.0	0.0	0.0	1.0	0.505	1.0	1.0	1.0	0.0	0.0	1.0	0.505	1.0	1.0	1.0	0.0	0.0	1.0	0.445	1.0	1.0	1.0	0.0	0.0	1.0	0.535	1.0	1.0	1.0	0.0	0.0	1.0	0.535
CPI-SS091B461CB	ACKR2_CCL28	simple:O00590	simple:Q9NRJ3	ENSG00000144648	ENSG00000151882	True	True	False	I2D	False	1.0	0.586	0.858	0.0	0.0	0.516	0.94	1.0	0.97	1.0	0.0	0.0	0.808	1.0	1.0	0.91	0.94	0.0	0.0	0.829	1.0	1.0	0.868	0.97	0.0	0.0	0.718	1.0	1.0	0.808	0.91	0.0	0.0	0.688	1.0	1.0	1.0	1.0	0.0	0.0	0.889	1.0	1.0	0.97	0.97	0.0	0.0	0.808	1.0
CPI-SS064C772FE	CCR10_CCL28	simple:P46092	simple:Q9NRJ3	ENSG00000184451	ENSG00000151882	True	True	False	guidetopharmacology.org	False	1.0	0.859	0.97	0.0	0.0	0.718	1.0	1.0	0.697	0.888	0.0	0.0	0.606	1.0	1.0	0.351	0.828	0.0	0.0	0.384	0.91	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.868	1.0	1.0	0.82	0.97	0.0	0.0	0.718	1.0	1.0	0.769	0.91	0.0	0.0	0.606	1.0
CPI-SS04EE957D8	CCR1_CCL26	simple:P32246	simple:Q9Y258	ENSG00000163823	ENSG00000006606	True	True	False	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
CPI-SS0A28DCA72	CXCL12_CXCR4	simple:P48061	simple:P61073	ENSG00000107562	ENSG00000121966	True	False	True	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS04B547174	OXT_OXTR	simple:P01178	simple:P30559	ENSG00000101405	ENSG00000180914	True	False	True	I2D	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS032AD1183	NPPA_NPR1	simple:P01160	simple:P16066	ENSG00000175206	ENSG00000169418	True	False	True	guidetopharmacology.org	False	0.06	0.718	0.282	1.0	1.0	0.718	0.21	0.0	0.679	0.303	1.0	1.0	0.679	0.24	0.261	0.739	0.423	1.0	1.0	0.97	0.381	0.21	0.778	0.333	1.0	1.0	0.859	0.39	0.112	0.658	0.355	1.0	1.0	0.829	0.27	0.132	0.525	0.303	1.0	1.0	0.687	0.18	0.201	0.657	0.312	1.0	1.0	0.705	0.24
CPI-SS053613259	NRG2_ERBB3	simple:O14511	simple:P21860	ENSG00000158458	ENSG00000065361	True	False	True	curated	False	0.03	1.0	1.0	0.0	0.0	1.0	0.97	0.03	1.0	1.0	0.0	0.0	1.0	0.91	0.363	1.0	1.0	0.0	0.0	1.0	0.97	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.466	1.0	1.0	0.0	0.0	1.0	1.0	0.342	1.0	1.0	0.0	0.0	1.0	1.0	0.222	1.0	1.0	0.0	0.0	1.0	1.0
CPI-SS0E063192D	NRG2_ERBB4	simple:O14511	simple:Q15303	ENSG00000158458	ENSG00000178568	True	False	True	curated	False	0.757	1.0	0.0	0.688	0.385	0.829	0.433	0.675	1.0	0.0	0.688	0.334	0.799	0.403	0.94	1.0	0.0	0.748	0.445	0.829	0.574	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.859	0.496	0.889	0.514	0.919	1.0	0.0	0.778	0.445	0.859	0.484	0.919	1.0	0.0	0.85	0.445	0.889	0.433
CPI-SS0FC42EC80	EREG_ERBB4	simple:O14944	simple:Q15303	ENSG00000124882	ENSG00000178568	True	False	True	curated	False	0.838	1.0	0.0	0.718	0.385	0.829	0.433	0.838	1.0	0.0	0.718	0.385	0.829	0.433	0.838	1.0	0.0	0.718	0.385	0.829	0.433	0.838	1.0	0.0	0.718	0.385	0.829	0.433	0.838	1.0	0.0	0.718	0.385	0.829	0.433	0.838	1.0	0.0	0.718	0.385	0.829	0.433	0.838	1.0	0.0	0.718	0.385	0.829	0.433
CPI-SS0F0D7F25C	BTC_ERBB4	simple:P35070	simple:Q15303	ENSG00000174808	ENSG00000178568	True	False	True	curated	False	0.0	0.778	0.0	0.405	0.223	0.543	0.231	1.0	1.0	0.0	1.0	0.829	1.0	0.838	0.586	0.889	0.0	0.739	0.466	0.799	0.496	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0D5E30C6C	NRG3_ERBB4	simple:P56975	simple:Q15303	ENSG00000185737	ENSG00000178568	True	False	True	curated	False	0.91	1.0	0.0	0.718	0.385	0.829	0.433	0.859	1.0	0.0	0.778	0.385	0.829	0.454	0.787	1.0	0.0	0.718	0.385	0.829	0.433	0.141	0.97	0.0	0.597	0.223	0.697	0.321	0.171	0.97	0.0	0.576	0.253	0.706	0.291	0.757	1.0	0.0	0.718	0.445	0.829	0.433	0.91	1.0	0.0	0.778	0.406	0.859	0.433
CPI-SS0BD5C2A23	NRG1_ERBB4	simple:Q02297	simple:Q15303	ENSG00000157168	ENSG00000178568	True	True	True	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS004C23DCE	EREG_EGFR	simple:O14944	simple:P00533	ENSG00000124882	ENSG00000146648	True	False	True	curated	False	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0
CPI-SS0E075E5AF	NRG1_NETO2	simple:Q02297	simple:Q8NC67	ENSG00000157168	ENSG00000171208	True	True	True	InnateDB-All	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS02572E1EF	NRG1_LGR4	simple:Q02297	simple:Q9BXB1	ENSG00000157168	ENSG00000205213	True	True	True	InnateDB-All	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0057AB387	RSPO1_LGR4	simple:Q2MKA7	simple:Q9BXB1	ENSG00000169218	ENSG00000205213	True	False	True	guidetopharmacology.org	False	1.0	0.483	0.0	0.0	0.0	0.474	0.979	1.0	0.483	0.0	0.0	0.0	0.444	0.979	1.0	0.483	0.0	0.0	0.0	0.474	0.979	1.0	0.483	0.0	0.0	0.0	0.474	0.979	1.0	0.483	0.0	0.0	0.0	0.474	0.979	1.0	0.483	0.0	0.0	0.0	0.474	0.979	1.0	0.453	0.0	0.0	0.0	0.423	0.979
CPI-SS0E5397537	RSPO1_LGR6	simple:Q2MKA7	simple:Q9HBX8	ENSG00000169218	ENSG00000133067	True	False	True	guidetopharmacology.org	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0ED2573CA	TNFSF11_TNFRSF11A	simple:O14788	simple:Q9Y6Q6	ENSG00000120659	ENSG00000141655	True	True	True	curated	False	1.0	0.0	1.0	1.0	0.333	0.0	1.0	1.0	0.0	1.0	1.0	0.363	0.0	1.0	1.0	0.0	1.0	1.0	0.363	0.0	1.0	1.0	0.0	1.0	1.0	0.081	0.0	0.88	1.0	0.0	1.0	1.0	0.333	0.0	1.0	1.0	0.0	1.0	1.0	0.333	0.0	1.0	1.0	0.0	1.0	1.0	0.273	0.0	1.0
CPI-SS06A999D25	PLD2_ARF1	simple:O14939	simple:P84077	ENSG00000129219	ENSG00000143761	False	False	False	guidetopharmacology.org	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.12	0.213	0.97	1.0	0.637	0.0	0.97	0.111	0.183	0.97	0.97	0.607	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0F3A089DE	SEMA3E_PLXND1	simple:O15041	simple:Q9Y4D7	ENSG00000170381	ENSG00000004399	True	False	True	curated	False	0.0	0.0	0.03	0.141	0.222	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.979	0.03	0.03	0.03	0.03	0.03	0.03	0.0	1.0	1.0	1.0	1.0	1.0	0.979	0.624	1.0	1.0	1.0	1.0	1.0	1.0	0.478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.597
CPI-SS044C72D0D	SEMA4A_PLXND1	simple:Q9H3S1	simple:Q9Y4D7	ENSG00000196189	ENSG00000004399	False	False	True	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.111	0.03	0.637	0.646	0.85	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0BAB460FF	ANGPT2_TEK	simple:O15123	simple:Q02763	ENSG00000091879	ENSG00000120156	True	False	True	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.94	0.889	0.91	1.0	0.91	0.94	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.252	0.697	0.757	0.757	1.0	0.727	0.727	0.141	0.696	0.696	0.717	1.0	0.718	0.726	0.12	0.312	0.291	0.282	1.0	0.291	0.351	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
CPI-SS0B9E8C0DE	EPHB2_EFNB2	simple:P29323	simple:P52799	ENSG00000133216	ENSG00000125266	False	True	True	curated	False	0.97	1.0	1.0	0.808	0.222	0.778	0.0	1.0	1.0	1.0	1.0	0.697	1.0	0.0	0.081	0.223	0.205	0.265	0.051	0.214	0.0	0.312	0.667	0.586	0.457	0.141	0.385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.777	0.97	0.88	0.838	0.333	0.787	0.0	0.898	1.0	0.949	0.859	0.556	0.949	0.0
CPI-SS0DA366C78	EPHB2_EFNB3	simple:P29323	simple:Q15768	ENSG00000133216	ENSG00000108947	False	True	True	curated	False	0.568	0.949	0.334	1.0	1.0	0.0	0.03	1.0	1.0	0.616	1.0	1.0	0.0	0.201	0.021	0.192	0.051	1.0	0.898	0.0	0.0	0.201	0.607	0.18	1.0	0.979	0.0	0.0	0.0	0.0	0.0	1.0	0.03	0.0	0.0	0.726	0.898	0.363	1.0	1.0	0.0	0.09	0.868	0.919	0.445	1.0	1.0	0.0	0.231
CPI-SS0D41C7AF5	EPHB1_EFNB3	simple:P54762	simple:Q15768	ENSG00000154928	ENSG00000108947	False	True	True	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
