id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	$\alpha{-}cells$|$\alpha{-}cells$	$\alpha{-}cells$|$\beta{-}cells$	$\alpha{-}cells$|$\delta{-}cells$	$\alpha{-}cells$|Acinar cells	$\alpha{-}cells$|Ductal cells	$\alpha{-}cells$|PP cells	$\alpha{-}cells$|Stellate cells	$\beta{-}cells$|$\alpha{-}cells$	$\beta{-}cells$|$\beta{-}cells$	$\beta{-}cells$|$\delta{-}cells$	$\beta{-}cells$|Acinar cells	$\beta{-}cells$|Ductal cells	$\beta{-}cells$|PP cells	$\beta{-}cells$|Stellate cells	$\delta{-}cells$|$\alpha{-}cells$	$\delta{-}cells$|$\beta{-}cells$	$\delta{-}cells$|$\delta{-}cells$	$\delta{-}cells$|Acinar cells	$\delta{-}cells$|Ductal cells	$\delta{-}cells$|PP cells	$\delta{-}cells$|Stellate cells	Acinar cells|$\alpha{-}cells$	Acinar cells|$\beta{-}cells$	Acinar cells|$\delta{-}cells$	Acinar cells|Acinar cells	Acinar cells|Ductal cells	Acinar cells|PP cells	Acinar cells|Stellate cells	Ductal cells|$\alpha{-}cells$	Ductal cells|$\beta{-}cells$	Ductal cells|$\delta{-}cells$	Ductal cells|Acinar cells	Ductal cells|Ductal cells	Ductal cells|PP cells	Ductal cells|Stellate cells	PP cells|$\alpha{-}cells$	PP cells|$\beta{-}cells$	PP cells|$\delta{-}cells$	PP cells|Acinar cells	PP cells|Ductal cells	PP cells|PP cells	PP cells|Stellate cells	Stellate cells|$\alpha{-}cells$	Stellate cells|$\beta{-}cells$	Stellate cells|$\delta{-}cells$	Stellate cells|Acinar cells	Stellate cells|Ductal cells	Stellate cells|PP cells	Stellate cells|Stellate cells
CPI-SS02E314589	FGFR2_NECTIN1	simple:P21802	simple:Q15223	ENSG00000066468	ENSG00000110400	True	True	True	InnateDB-All	False	0.667	0.543	0.97	0.94	1.0	0.111	1.0	0.709	0.573	0.97	0.94	1.0	0.081	1.0	0.454	0.343	0.97	0.94	1.0	0.03	1.0	0.474	0.393	1.0	0.91	1.0	0.192	1.0	0.0	0.0	0.03	0.123	0.0	0.0	0.204	0.603	0.471	0.97	0.94	1.0	0.111	1.0	0.504	0.321	0.97	0.94	1.0	0.111	1.0
CPI-SS02C29C238	FGFR3_NECTIN1	simple:P22607	simple:Q15223	ENSG00000068078	ENSG00000110400	True	True	True	InnateDB-All	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.03	0.06	0.91	0.799	0.889	0.0	1.0	0.0	0.0	0.141	0.333	0.06	0.0	0.598	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS03F821467	CD96_NECTIN1	simple:P40200	simple:Q15223	ENSG00000153283	ENSG00000110400	True	True	True	curated	False	0.222	0.141	0.94	0.88	1.0	0.03	1.0	0.222	0.141	0.94	0.88	1.0	0.03	1.0	0.192	0.141	0.94	0.88	1.0	0.03	1.0	0.222	0.141	0.94	0.88	1.0	0.03	1.0	0.222	0.141	0.94	0.88	1.0	0.03	1.0	0.192	0.141	0.94	0.88	1.0	0.03	1.0	0.192	0.141	0.94	0.91	1.0	0.03	1.0
CPI-SS0CC898553	FGFR2_PTPRR	simple:P21802	simple:Q15256	ENSG00000066468	ENSG00000153233	True	True	True	InnateDB-All	False	1.0	1.0	1.0	1.0	0.0	1.0	0.06	1.0	1.0	1.0	1.0	0.06	1.0	0.06	1.0	1.0	1.0	1.0	0.112	1.0	0.06	1.0	1.0	1.0	1.0	0.162	1.0	0.09	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.06	0.979	0.06	1.0	1.0	1.0	1.0	0.171	1.0	0.141
CPI-SS0658257AC	FGFR4_PTPRR	simple:P22455	simple:Q15256	ENSG00000160867	ENSG00000153233	True	True	True	InnateDB-All	False	0.0	0.0	0.03	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.757	1.0	0.09	1.0	0.97	0.97	1.0	0.697	0.97	0.333	0.0	0.0	0.03	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.979	0.756	0.735	0.735	1.0	0.483	0.756	0.372
CPI-SS098F416C1	FGFR2_XPR1	simple:P21802	simple:Q9UBH6	ENSG00000066468	ENSG00000143324	True	True	True	InnateDB-All	False	1.0	0.141	0.657	0.081	1.0	0.0	1.0	1.0	0.111	0.687	0.111	1.0	0.0	1.0	1.0	0.103	0.636	0.111	1.0	0.0	1.0	1.0	0.141	0.666	0.081	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.202	0.0	0.739	1.0	0.171	0.687	0.141	1.0	0.0	1.0	1.0	0.252	0.666	0.102	1.0	0.0	1.0
CPI-SS0B8083B44	WNT7B_FZD4	simple:P56706	simple:Q9ULV1	ENSG00000188064	ENSG00000174804	True	False	True	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.435	0.261	0.27	0.282	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS01469637C	WNT2B_FZD4	simple:Q93097	simple:Q9ULV1	ENSG00000134245	ENSG00000174804	True	False	True	curated	False	0.234	0.0	0.504	0.261	0.33	0.394	0.0	1.0	0.577	1.0	1.0	1.0	1.0	0.0	0.756	0.09	0.678	0.645	0.615	0.799	0.0	0.816	0.402	0.786	0.774	0.753	0.796	0.03	0.97	0.162	0.859	0.82	0.837	0.919	0.0	0.594	0.051	0.675	0.432	0.552	0.534	0.0	1.0	0.538	0.979	0.97	0.94	1.0	0.0
CPI-SS0423580E5	DLL1_NOTCH2	simple:O00548	simple:Q04721	ENSG00000198719	ENSG00000134250	False	False	True	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0
CPI-SS060B82BBC	JAG1_NOTCH2	simple:P78504	simple:Q04721	ENSG00000101384	ENSG00000134250	False	False	True	curated	False	1.0	1.0	1.0	0.021	0.0	1.0	0.0	1.0	1.0	1.0	0.021	0.0	1.0	0.0	1.0	1.0	1.0	0.021	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0
CPI-SS0E1A8414D	DLK1_NOTCH2	simple:P80370	simple:Q04721	ENSG00000185559	ENSG00000134250	False	False	True	curated	False	1.0	1.0	1.0	0.919	0.0	1.0	0.021	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.757	0.03	1.0	0.18	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.466	0.03	1.0	0.132
CPI-SS0FB5FE587	DLL1_NOTCH4	simple:O00548	simple:Q99466	ENSG00000198719	ENSG00000204301	False	False	True	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.564	0.474	0.564	1.0	0.354	0.594	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
CPI-SS0837E9F59	JAG1_NOTCH4	simple:P78504	simple:Q99466	ENSG00000101384	ENSG00000204301	False	False	True	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.94	0.94	0.91	1.0	0.739	0.88	0.0	0.0	0.03	0.03	1.0	0.0	0.03	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.676	0.586	0.586	1.0	0.415	0.535	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
CPI-SS0D37C7C70	DLK1_NOTCH4	simple:P80370	simple:Q99466	ENSG00000185559	ENSG00000204301	False	False	True	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.796	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.97	0.97	0.97	1.0	1.0	0.97	0.517
CPI-SS047232C64	DLL1_NOTCH3	simple:O00548	simple:Q9UM47	ENSG00000198719	ENSG00000074181	False	False	True	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.495	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.03	0.0	1.0	0.0
CPI-SS0B99F22A2	JAG1_NOTCH3	simple:P78504	simple:Q9UM47	ENSG00000101384	ENSG00000074181	False	False	True	curated	False	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.709	0.0	1.0	0.0	1.0	1.0	1.0	0.111	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.625	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0
CPI-SS007AA9FDE	DLK1_NOTCH3	simple:P80370	simple:Q9UM47	ENSG00000185559	ENSG00000074181	False	False	True	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.937	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.94	0.718	1.0	0.0
CPI-SS0938C6980	DLL4_NOTCH3	simple:Q9NR61	simple:Q9UM47	ENSG00000128917	ENSG00000074181	False	False	True	curated	False	1.0	1.0	1.0	0.406	0.0	1.0	0.0	1.0	1.0	1.0	0.688	0.0	1.0	0.0	1.0	1.0	1.0	0.312	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.231	0.0	1.0	0.0	1.0	1.0	1.0	0.03	0.0	1.0	0.0
CPI-SS035E5A708	DLL3_NOTCH3	simple:Q9NYJ7	simple:Q9UM47	ENSG00000090932	ENSG00000074181	False	False	True	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS08FAC0A55	PLXNB2_SEMA4D	simple:O15031	simple:Q92854	ENSG00000196576	ENSG00000187764	False	True	True	curated	False	1.0	0.12	0.0	1.0	0.979	0.616	1.0	1.0	0.0	0.0	1.0	0.808	0.213	1.0	0.94	0.03	0.03	0.859	0.514	0.06	0.97	1.0	0.817	0.535	1.0	0.979	0.949	1.0	0.0	0.0	0.0	0.021	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.423	0.0	0.0	0.435	0.15	0.06	0.645
CPI-SS0CCCF7C69	PLXNB1_SEMA4D	simple:O43157	simple:Q92854	ENSG00000164050	ENSG00000187764	True	True	True	curated	False	1.0	0.0	0.0	0.979	0.445	0.03	0.97	1.0	0.09	0.021	1.0	1.0	0.504	1.0	1.0	0.0	0.0	0.919	0.445	0.06	0.91	0.97	0.111	0.021	0.928	0.649	0.273	1.0	0.88	0.0	0.0	0.718	0.304	0.03	0.91	0.0	0.0	0.0	0.051	0.0	0.0	0.06	1.0	0.475	0.171	1.0	0.91	0.676	1.0
CPI-SS06AA638A8	CD72_SEMA4D	simple:P21854	simple:Q92854	ENSG00000137101	ENSG00000187764	False	False	True	curated	False	1.0	0.0	0.0	0.979	0.688	0.06	1.0	0.739	0.0	0.0	0.405	0.051	0.0	0.837	1.0	0.0	0.0	0.778	0.253	0.0	0.94	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.081	0.0	1.0	0.97	0.303	1.0	1.0	0.03	0.0	1.0	0.94	0.405	1.0	1.0	0.09	0.0	0.979	0.778	0.343	1.0
CPI-SS0C0A61F92	PLXNB2_SEMA4G	simple:O15031	simple:Q9NTN9	ENSG00000196576	ENSG00000095539	False	True	False	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.97	0.91	0.97	1.0	1.0	0.342	0.372	0.312	0.363	0.342	0.453	0.495	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.141	0.141	0.141	0.081	0.111	0.141	0.171
CPI-SS0EBA5A4D8	VEGFD_KDR	simple:O43915	simple:P35968	ENSG00000165197	ENSG00000128052	True	False	True	curated	False	1.0	0.273	1.0	1.0	1.0	1.0	0.0	1.0	0.222	0.91	1.0	0.94	0.85	0.0	1.0	0.333	1.0	1.0	1.0	1.0	0.0	1.0	0.354	1.0	1.0	1.0	1.0	0.0	1.0	0.243	1.0	1.0	1.0	1.0	0.0	0.312	0.03	0.333	1.0	0.483	0.334	0.0	1.0	0.363	1.0	1.0	1.0	1.0	0.0
CPI-SS0C03F7CDC	VEGFA_KDR	simple:P15692	simple:P35968	ENSG00000112715	ENSG00000128052	True	False	True	curated	False	1.0	0.94	0.97	1.0	0.97	0.97	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.838	0.808	0.838	1.0	0.838	0.838	0.03	1.0	1.0	1.0	1.0	1.0	1.0	0.06	1.0	1.0	1.0	1.0	1.0	1.0	0.03	0.97	0.94	0.97	1.0	0.97	1.0	0.172
CPI-SS0859C173B	TNFSF14_LTBR	simple:O43557	simple:P36941	ENSG00000125735	ENSG00000111321	True	False	True	curated	False	0.919	1.0	1.0	0.03	0.162	0.0	0.402	0.889	0.97	1.0	0.03	0.162	0.0	0.432	0.919	0.97	1.0	0.03	0.162	0.0	0.402	0.231	0.649	0.918	0.03	0.03	0.0	0.171	0.213	0.739	0.948	0.03	0.06	0.0	0.231	0.919	0.97	1.0	0.03	0.162	0.0	0.402	0.919	0.97	1.0	0.03	0.162	0.0	0.402
CPI-SS0C28FEC7D	TNFSF13_TNFRSF14	simple:O75888	simple:Q92956	ENSG00000161955	ENSG00000157873	True	False	True	I2D,InnateDB-All	False	0.685	0.466	0.919	0.453	0.949	0.021	0.03	0.898	0.739	1.0	0.483	1.0	0.021	0.03	1.0	0.889	1.0	0.586	1.0	0.102	0.03	0.0	0.0	0.171	0.12	0.252	0.0	0.0	0.111	0.102	0.705	0.312	0.676	0.0	0.0	1.0	0.979	1.0	0.576	1.0	0.132	0.03	0.979	0.88	1.0	0.645	1.0	0.132	0.03
CPI-SS019C98396	TNFSF14_TNFRSF14	simple:O43557	simple:Q92956	ENSG00000125735	ENSG00000157873	True	False	True	curated	False	0.898	0.526	0.97	0.483	1.0	0.021	0.03	0.868	0.556	0.97	0.483	1.0	0.021	0.03	0.868	0.496	0.97	0.453	1.0	0.021	0.03	0.213	0.213	0.795	0.381	0.838	0.021	0.0	0.162	0.243	0.867	0.402	0.898	0.021	0.03	0.868	0.496	0.97	0.453	1.0	0.021	0.03	0.868	0.526	0.97	0.483	1.0	0.021	0.03
CPI-SS0879B8E95	CD160_TNFRSF14	simple:O95971	simple:Q92956	ENSG00000117281	ENSG00000157873	False	True	True	curated	False	0.847	0.466	0.97	0.453	1.0	0.021	0.03	0.868	0.466	0.97	0.483	1.0	0.021	0.03	0.898	0.577	0.97	0.483	1.0	0.021	0.03	0.898	0.556	0.97	0.504	1.0	0.081	0.03	0.898	0.517	0.97	0.453	1.0	0.021	0.03	0.898	0.556	0.97	0.483	1.0	0.021	0.03	0.868	0.517	0.97	0.504	1.0	0.021	0.03
CPI-SS02ACCF1F7	MIF_TNFRSF14	simple:P14174	simple:Q92956	ENSG00000240972	ENSG00000157873	True	False	True	I2D,IntAct	False	0.838	0.496	0.97	0.453	1.0	0.021	0.03	0.282	0.324	0.867	0.423	0.889	0.021	0.03	0.949	0.799	0.97	0.534	1.0	0.021	0.03	0.372	0.303	0.786	0.342	0.898	0.021	0.0	0.979	0.97	1.0	0.598	1.0	0.102	0.03	0.847	0.538	0.97	0.504	0.97	0.021	0.03	1.0	0.898	1.0	0.564	1.0	0.132	0.03
CPI-SS08330207B	BTLA_TNFRSF14	simple:Q7Z6A9	simple:Q92956	ENSG00000186265	ENSG00000157873	False	True	True	guidetopharmacology.org	False	0.868	0.496	0.97	0.453	1.0	0.021	0.03	0.868	0.496	0.97	0.483	1.0	0.021	0.03	0.423	0.354	0.889	0.423	0.919	0.021	0.03	0.868	0.547	0.97	0.483	1.0	0.021	0.03	0.868	0.496	0.97	0.483	1.0	0.021	0.03	0.868	0.526	0.97	0.453	1.0	0.021	0.03	0.868	0.526	0.97	0.483	1.0	0.021	0.03
CPI-SS095E52E66	TNFSF10_TNFRSF10D	simple:P50591	simple:Q9UBN6	ENSG00000121858	ENSG00000173530	True	False	True	curated	False	1.0	1.0	1.0	0.03	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.919	1.0	1.0	1.0	1.0	1.0	0.868	0.072	1.0	0.384	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.838	1.0	1.0	1.0	1.0	1.0	0.979	0.633	1.0	0.919
CPI-SS059EEFDC6	MIF_TNFRSF10D	simple:P14174	simple:Q9UBN6	ENSG00000240972	ENSG00000173530	True	False	True	I2D,IntAct	False	1.0	1.0	1.0	0.363	0.0	1.0	0.0	1.0	1.0	1.0	0.21	0.0	1.0	0.0	1.0	1.0	1.0	0.808	0.0	1.0	0.03	1.0	1.0	1.0	0.291	0.0	1.0	0.0	1.0	1.0	1.0	0.97	0.0	1.0	0.0	1.0	1.0	1.0	0.504	0.0	1.0	0.0	1.0	1.0	1.0	0.868	0.0	1.0	0.03
CPI-SS0A81A3626	WNT7A_LDLR	simple:O00755	simple:P01130	ENSG00000154764	ENSG00000130164	True	False	True	InnateDB-All	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.708	0.06	0.0	1.0	0.03	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0B34CBA4B	EFNA2_EPHA1	simple:O43921	simple:P21709	ENSG00000099617	ENSG00000146904	False	False	True	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.03	0.0	0.0	0.0	0.06	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.798	0.82	0.723	0.06	0.0	0.898	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0FF49C823	EFNA1_EPHA1	simple:P20827	simple:P21709	ENSG00000169242	ENSG00000146904	True	False	True	curated	False	0.778	0.88	0.727	0.171	0.06	0.859	0.919	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.829	0.859	0.838	0.483	0.475	0.949	0.859	0.03	0.03	0.03	0.0	0.0	0.03	0.03
CPI-SS08A54963F	EFNA2_EPHA2	simple:O43921	simple:P29317	ENSG00000099617	ENSG00000142627	False	False	True	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.051	0.0	1.0	0.081	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS046F6F0C1	EFNA1_EPHA2	simple:P20827	simple:P29317	ENSG00000169242	ENSG00000142627	True	False	True	curated	False	1.0	1.0	1.0	0.072	0.0	1.0	0.09	1.0	1.0	1.0	0.979	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.264	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.282	0.0	1.0	0.445	1.0	1.0	1.0	0.0	0.0	1.0	0.0
CPI-SS0C875BA24	EFNA2_EPHA3	simple:O43921	simple:P29320	ENSG00000099617	ENSG00000044524	True	False	True	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.645	0.94	0.666	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS09CA492BA	EFNA1_EPHA3	simple:P20827	simple:P29320	ENSG00000169242	ENSG00000044524	True	False	True	curated	False	0.787	0.829	0.829	1.0	0.838	0.808	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.778	1.0	1.0	1.0	1.0	1.0	1.0	0.91	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.808	0.859	0.859	1.0	0.829	0.889	0.06	0.03	0.03	0.03	1.0	0.03	0.03	0.0
CPI-SS0D81D9F5E	EFNA2_EPHA5	simple:O43921	simple:P54756	ENSG00000099617	ENSG00000145242	False	False	True	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0762B455F	EFNA1_EPHA5	simple:P20827	simple:P54756	ENSG00000169242	ENSG00000145242	True	False	True	curated	False	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.646	1.0	1.0	1.0	1.0	1.0	1.0	0.91	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.06	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
CPI-SS079EF5D9C	EFNA3_EPHA5	simple:P52797	simple:P54756	ENSG00000143590	ENSG00000145242	False	False	True	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS09E3F5044	EFNA5_EPHA5	simple:P52803	simple:P54756	ENSG00000184349	ENSG00000145242	False	False	True	curated	False	1.0	1.0	1.0	1.0	1.0	0.616	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.03	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.162	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS073811AB3	TNFRSF11B_TNFSF11	simple:O00300	simple:O14788	ENSG00000164761	ENSG00000120659	True	False	True	curated	False	1.0	1.0	1.0	0.568	0.123	1.0	1.0	1.0	1.0	1.0	0.274	0.081	1.0	1.0	0.132	0.132	0.154	0.021	0.0	0.192	0.282	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.624	0.573	1.0	0.94
CPI-SS06CE0CF64	CORT_SSTR1	simple:O00230	simple:P30872	ENSG00000241563	ENSG00000139874	True	False	True	guidetopharmacology.org	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS00E5D7E39	CORT_GHSR	simple:O00230	simple:Q92847	ENSG00000241563	ENSG00000121853	True	False	True	I2D	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0BE6DBE1A	POMC_MC5R	simple:P01189	simple:P33032	ENSG00000115138	ENSG00000176136	True	False	True	guidetopharmacology.org	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
