id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	$\alpha{-}cells$|$\alpha{-}cells$	$\alpha{-}cells$|$\beta{-}cells$	$\alpha{-}cells$|$\delta{-}cells$	$\alpha{-}cells$|Acinar cells	$\alpha{-}cells$|Ductal cells	$\alpha{-}cells$|PP cells	$\alpha{-}cells$|Stellate cells	$\beta{-}cells$|$\alpha{-}cells$	$\beta{-}cells$|$\beta{-}cells$	$\beta{-}cells$|$\delta{-}cells$	$\beta{-}cells$|Acinar cells	$\beta{-}cells$|Ductal cells	$\beta{-}cells$|PP cells	$\beta{-}cells$|Stellate cells	$\delta{-}cells$|$\alpha{-}cells$	$\delta{-}cells$|$\beta{-}cells$	$\delta{-}cells$|$\delta{-}cells$	$\delta{-}cells$|Acinar cells	$\delta{-}cells$|Ductal cells	$\delta{-}cells$|PP cells	$\delta{-}cells$|Stellate cells	Acinar cells|$\alpha{-}cells$	Acinar cells|$\beta{-}cells$	Acinar cells|$\delta{-}cells$	Acinar cells|Acinar cells	Acinar cells|Ductal cells	Acinar cells|PP cells	Acinar cells|Stellate cells	Ductal cells|$\alpha{-}cells$	Ductal cells|$\beta{-}cells$	Ductal cells|$\delta{-}cells$	Ductal cells|Acinar cells	Ductal cells|Ductal cells	Ductal cells|PP cells	Ductal cells|Stellate cells	PP cells|$\alpha{-}cells$	PP cells|$\beta{-}cells$	PP cells|$\delta{-}cells$	PP cells|Acinar cells	PP cells|Ductal cells	PP cells|PP cells	PP cells|Stellate cells	Stellate cells|$\alpha{-}cells$	Stellate cells|$\beta{-}cells$	Stellate cells|$\delta{-}cells$	Stellate cells|Acinar cells	Stellate cells|Ductal cells	Stellate cells|PP cells	Stellate cells|Stellate cells
CPI-SC0FBFA176B	COL11A1_a2b1 complex	simple:P12107	complex:a2b1 complex	ENSG00000060718		True	False	False	curated	True	0.429				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005
CPI-SC0984894BC	TGFB1_TGFbeta receptor2	simple:P01137	complex:TGFbeta receptor2	ENSG00000105329		True	False	True	curated	False	0.429					0.002	0.001	0.003					0.002	0.001	0.003					0.002		0.003					0.002		0.003					0.002		0.003					0.002		0.003	0.002	0.002	0.002	0.002	0.004	0.003	0.005
CPI-SC03DD752AB	COL4A4_a2b1 complex	simple:P53420	complex:a2b1 complex	ENSG00000081052		True	False	False	curated	True	0.429				0.006	0.008		0.005				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005
CPI-SC052A417CB	COL4A3_a2b1 complex	simple:Q01955	complex:a2b1 complex	ENSG00000169031		True	False	False	curated	True	0.429				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005
CPI-SS08B94BEB2	DSC1_DSG2	simple:Q08554	simple:Q14126	ENSG00000134765	ENSG00000046604	False	False	False	curated	False	0.429				0.008	0.011	0.006					0.008	0.011	0.006					0.008	0.011	0.006					0.008	0.011	0.006					0.008	0.011	0.006					0.008	0.011	0.006					0.008	0.011	0.006	
CPI-SS05D23BCE8	HLA-DPB1_TNFSF13B	simple:HLADPB1	simple:Q9Y275	ENSG00000223865	ENSG00000102524	True	True	False	InnateDB-All	False	0.429															0.001	0.001	0.001	0.002	0.001	0.001	0.001	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002														
CPI-SS060B82BBC	JAG1_NOTCH2	simple:P78504	simple:Q04721	ENSG00000101384	ENSG00000134250	False	False	True	curated	False	0.429				0.002	0.005		0.005				0.002	0.005		0.005				0.002	0.005		0.005				0.003	0.006		0.006				0.005	0.008		0.008				0.003	0.005		0.005				0.005	0.008		0.008
CPI-SC03DD946B2	TGFB2_TGFbeta receptor1	simple:P61812	complex:TGFbeta receptor1	ENSG00000092969		True	False	True	curated	False	0.429					0.002		0.003					0.002		0.003					0.002		0.003					0.003	0.002	0.004	0.002	0.002	0.002	0.003	0.004	0.003	0.005					0.002		0.003					0.002	0.001	0.003
CPI-SC083EDDA21	COL28A1_a2b1 complex	simple:Q2UY09	complex:a2b1 complex	ENSG00000215018		True	False	False	curated	True	0.429				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005
CPI-CS046BCFC6F	BMPR1A_BMPR2_BMP5	complex:BMPR1A_BMPR2	simple:P22003		ENSG00000112175	True	True	False	curated	False	0.429		0.009	0.008			0.007			0.009	0.008			0.006			0.008	0.008			0.006			0.008	0.008			0.006			0.009	0.008			0.007			0.009	0.009			0.007			0.01	0.009			0.008	
CPI-SC09DE07794	COL22A1_a2b1 complex	simple:Q8NFW1	complex:a2b1 complex	ENSG00000169436		True	False	False	curated	True	0.429				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005
CPI-SC06873D10F	COL17A1_a2b1 complex	simple:Q9UMD9	complex:a2b1 complex	ENSG00000065618		True	False	False	curated	True	0.429				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005
CPI-CS02C93975C	BMPR1B_BMPR2_BMP5	complex:BMPR1B_BMPR2	simple:P22003		ENSG00000112175	True	True	False	curated	False	0.429		0.008	0.007			0.006			0.008	0.007			0.006			0.008	0.007			0.006			0.008	0.007			0.006			0.009	0.008			0.007			0.008	0.008			0.006			0.009	0.009			0.007	
CPI-SS09EF54490	ADGRV1_GPHA2	simple:Q8WXG9	simple:Q96T91	ENSG00000164199	ENSG00000149735	True	True	False	InnateDB-All	False	0.429								0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.003	0.003	0.003	0.003	0.003	0.003	0.003															0.002	0.002	0.002	0.003	0.003	0.002	0.002							
CPI-CS01319F57A	BMR1B_AVR2A_BMP8A	complex:BMR1B_AVR2A	simple:Q7Z5Y6		ENSG00000183682	True	True	False	curated	False	0.429																													0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0	0.001	0.001	0.001	0.002	0.002	0.002	0.002	0.002	0.002	0.002
CPI-CS03DF8BD36	BMR1B_AVR2B_BMP8A	complex:BMR1B_AVR2B	simple:Q7Z5Y6		ENSG00000183682	True	True	False	curated	False	0.429																													0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0	0.001	0.001	0.001	0.002	0.002	0.002	0.002	0.002	0.002	0.002
CPI-SS06D13FCD3	DSC2_DSG2	simple:Q02487	simple:Q14126	ENSG00000134755	ENSG00000046604	False	False	False	curated	False	0.429				0.01	0.013	0.007					0.008	0.012						0.008	0.012						0.011	0.014	0.008		0.009	0.008	0.008	0.013	0.017	0.011					0.01	0.013	0.008					0.008	0.012		
CPI-SC0B9199C7F	LAMC1_aVb3 complex	simple:P11047	complex:aVb3 complex	ENSG00000135862		True	False	False	curated	True	0.429							0.003							0.002								0.004	0.004	0.004		0.004	0.004	0.005	0.006	0.006	0.006		0.006	0.006	0.007							0.003	0.007	0.007	0.007		0.007	0.007	0.008
CPI-SC098C06330	TGFB1_TGFbeta receptor1	simple:P01137	complex:TGFbeta receptor1	ENSG00000105329		True	False	True	curated	False	0.429					0.002	0.001	0.003					0.002	0.001	0.003					0.002		0.003					0.002		0.003					0.002		0.003					0.002		0.003	0.002	0.002	0.002	0.002	0.004	0.003	0.005
CPI-CS06072FF4E	IL1 receptor_IL1A	complex:IL1 receptor	simple:P01583		ENSG00000115008	True	True	False	curated	False	0.449					0.001																								0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002
CPI-CS08A043594	BMR1B_AVR2A_BMP2	complex:BMR1B_AVR2A	simple:P12643		ENSG00000125845	True	True	False	curated	False	0.449					0.002							0.002							0.002							0.002			0.001	0.001	0.002	0.002	0.003	0.001	0.002	0.001			0.002	0.003		0.001	0.002	0.002	0.002	0.003	0.004	0.002	0.003
CPI-SC035134F18	COL5A1_a2b1 complex	simple:P20908	complex:a2b1 complex	ENSG00000130635		True	False	False	curated	True	0.449				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005											0.006	0.007		0.005				0.006	0.007		0.005	0.009	0.008	0.009	0.014	0.015	0.009	0.012
CPI-SC02BFEEC8A	THBS1_a3b1 complex	simple:P07996	complex:a3b1 complex	ENSG00000137801		False	False	False	curated	True	0.449																		0.004	0.004			0.006	0.005	0.006	0.008	0.009	0.006	0.006	0.003	0.003	0.003	0.006	0.006	0.003									0.017	0.017	0.017	0.02	0.021	0.018	0.017
CPI-SC05CCF815E	COL1A2_a2b1 complex	simple:P08123	complex:a2b1 complex	ENSG00000164692		True	False	False	curated	True	0.449				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005											0.006	0.007		0.005				0.006	0.007		0.005	0.023	0.022	0.022	0.028	0.029	0.023	0.026
CPI-SC08A98E7D4	COL7A1_a2b1 complex	simple:Q02388	complex:a2b1 complex	ENSG00000114270		True	False	False	curated	True	0.449				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005											0.006	0.007		0.005				0.006	0.007		0.005	0.003	0.003	0.003	0.008	0.009	0.004	0.007
CPI-SC03C093767	COL10A1_a2b1 complex	simple:Q03692	complex:a2b1 complex	ENSG00000123500		True	False	False	curated	True	0.449				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.008	0.002	0.005
CPI-SS0B70EB09E	PDGFA_PDGFRA	simple:P04085	simple:P16234	ENSG00000197461	ENSG00000134853	True	False	True	curated	False	0.449							0.005							0.005							0.006	0.01	0.01	0.01		0.01	0.01	0.012	0.008	0.008	0.008		0.008	0.008	0.009							0.007	0.007	0.007	0.008		0.007	0.007	0.009
CPI-CS028ACED72	BMPR1B_BMPR2_BMP2	complex:BMPR1B_BMPR2	simple:P12643		ENSG00000125845	True	True	False	curated	False	0.449					0.002							0.002							0.002							0.002			0.001	0.001	0.002	0.002	0.003	0.001	0.002	0.001			0.002	0.003		0.001	0.002	0.002	0.002	0.003	0.004	0.002	0.003
CPI-SS02D7A1DDE	KIT_KITLG	simple:P10721	simple:P21583	ENSG00000157404	ENSG00000049130	True	True	False	curated	False	0.449				0.001	0.001		0.001				0.001	0.001		0.001	0.001	0.001	0.001	0.002	0.002	0.001	0.002							0.001				0.001	0.001		0.001				0.001	0.001		0.001				0.001			0.001
CPI-CS058910188	BMR1B_AVR2B_BMP2	complex:BMR1B_AVR2B	simple:P12643		ENSG00000125845	True	True	False	curated	False	0.449					0.002							0.002							0.002							0.002			0.001	0.001	0.002	0.002	0.003	0.001	0.002	0.001			0.002	0.003		0.001	0.002	0.002	0.002	0.003	0.004	0.002	0.003
CPI-CS05426BFFA	IL1 receptor_IL1B	complex:IL1 receptor	simple:P01584		ENSG00000125538	True	True	False	curated	False	0.449			0.001																										0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002
CPI-SS087B53ABF	JAM2_JAM3	simple:P57087	simple:Q9BX67	ENSG00000154721	ENSG00000166086	True	False	False	curated	False	0.469			0.003			0.003	0.005			0.003			0.004	0.005			0.003			0.003	0.005			0.003			0.003	0.005			0.003			0.004	0.005			0.003			0.004	0.005	0.003	0.003	0.004			0.004	0.006
CPI-SC0CE6F5084	COL27A1_a2b1 complex	simple:Q8IZC6	complex:a2b1 complex	ENSG00000196739		True	False	False	curated	True	0.469	0.004	0.004		0.009	0.01	0.005	0.008				0.007	0.008		0.006				0.006	0.007						0.007	0.008		0.005				0.007	0.009		0.006				0.006	0.007		0.005				0.008	0.009		0.007
CPI-CS0C0D60519	BMR1B_AVR2B_BMP6	complex:BMR1B_AVR2B	simple:P22004		ENSG00000153162	True	True	False	curated	False	0.469							0.001							0.001							0.001							0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.002	0.001		0.001		0.001	0.001	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.003
CPI-CS0921BB754	BMR1B_AVR2A_BMP6	complex:BMR1B_AVR2A	simple:P22004		ENSG00000153162	True	True	False	curated	False	0.469							0.001							0.001							0.001							0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.002	0.001		0.001		0.001	0.001	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.003
CPI-SS0F9B3B259	TNFSF13_TNFRSF1A	simple:O75888	simple:P19438	ENSG00000161955	ENSG00000067182	True	False	True	I2D,InnateDB-All	False	0.469				0.003	0.003		0.003				0.003	0.003		0.003				0.003	0.003		0.003	0.002	0.002		0.003	0.003		0.003				0.003	0.003		0.003				0.003	0.002		0.003				0.002	0.002		0.003
CPI-CS0EF793D6A	BMPR1B_BMPR2_BMP6	complex:BMPR1B_BMPR2	simple:P22004		ENSG00000153162	True	True	False	curated	False	0.469							0.001							0.001							0.001							0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.002	0.001		0.001		0.001	0.001	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.003
CPI-SS04B4619D0	TNF_TNFRSF1A	simple:P01375	simple:P19438	ENSG00000232810	ENSG00000067182	True	False	True	curated	False	0.49				0.003	0.003		0.003				0.003	0.003		0.003				0.003	0.003		0.003	0.002	0.002	0.002	0.003	0.003		0.004				0.003	0.003		0.003				0.003	0.003		0.003				0.003	0.003		0.003
CPI-SS001BF66E8	CEACAM6_CEACAM6	simple:P40199	simple:P40199	ENSG00000086548	ENSG00000086548	False	False	False	curated	False	0.49				0.003	0.007						0.003	0.007						0.003	0.007			0.003	0.003	0.003	0.006	0.01	0.003	0.003	0.007	0.007	0.007	0.01	0.014	0.007	0.007				0.003	0.007						0.003	0.007		
CPI-SC096929DB0	FN1_aVb1 complex	simple:P02751	complex:aVb1 complex	ENSG00000115414		True	False	False	curated	True	0.51					0.007		0.008					0.008		0.008					0.008		0.008		0.007		0.008	0.009	0.007	0.01		0.007		0.008	0.009	0.007	0.01					0.007		0.008	0.019	0.02	0.02	0.021	0.022	0.02	0.023
CPI-SC0D870AE49	COL6A3_a2b1 complex	simple:P12111	complex:a2b1 complex	ENSG00000163359		True	False	False	curated	True	0.51				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005	0.016	0.016	0.016	0.021	0.022	0.017	0.02
CPI-SC058845C44	COL8A1_a2b1 complex	simple:P27658	complex:a2b1 complex	ENSG00000144810		True	False	False	curated	True	0.51				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005	0.006	0.006	0.006	0.011	0.012	0.007	0.01
CPI-SC0CA7B34A5	COL5A2_a2b1 complex	simple:P05997	complex:a2b1 complex	ENSG00000204262		True	False	False	curated	True	0.51				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.008		0.005				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005	0.01	0.01	0.01	0.015	0.016	0.011	0.014
CPI-SC02392F4AF	COL4A1_a2b1 complex	simple:P02462	complex:a2b1 complex	ENSG00000187498		True	False	False	curated	True	0.51				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005				0.007	0.008		0.006				0.006	0.007		0.005	0.018	0.017	0.017	0.023	0.024	0.018	0.021
CPI-SC0D9B795CC	CDH1_a2b1 complex	simple:P12830	complex:a2b1 complex	ENSG00000039068		False	False	False	curated	True	0.51				0.013	0.015		0.012				0.012	0.013		0.011				0.012	0.013		0.01	0.014	0.014	0.014	0.019	0.02	0.015	0.018	0.014	0.013	0.013	0.018	0.019	0.014	0.017				0.011	0.012									
CPI-SC01FFC9392	FN1_a2b1 complex	simple:P02751	complex:a2b1 complex	ENSG00000115414		True	False	False	curated	True	0.531				0.007	0.008		0.005				0.007	0.008		0.005				0.007	0.008		0.005				0.008	0.009		0.007				0.008	0.009	0.004	0.007				0.007	0.008		0.005	0.017	0.016	0.016	0.021	0.023	0.017	0.02
CPI-SC08D8A859F	COL6A1_a2b1 complex	simple:P12109	complex:a2b1 complex	ENSG00000142156		True	False	False	curated	True	0.551				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.008		0.005				0.006	0.007		0.005				0.006	0.008		0.005	0.003			0.008	0.009	0.004	0.007	0.01	0.01	0.01	0.015	0.016	0.011	0.014
CPI-SS033CB0BB2	CXADR_FAM3C	simple:P78310	simple:Q92520	ENSG00000154639	ENSG00000196937	True	True	False	IMEx,IntAct	False	0.571								0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.009	0.009	0.009	0.009	0.009	0.009	0.009	0.01	0.01	0.01	0.01	0.011	0.01	0.01														
CPI-SS0F8EFEECF	TNF_DAG1	simple:P01375	simple:Q14118	ENSG00000232810	ENSG00000173402	True	False	True	InnateDB-All	False	0.612				0.004	0.002	0.002	0.002				0.004	0.002	0.002	0.002				0.004	0.002	0.002	0.003	0.002	0.001		0.004	0.003	0.002	0.003				0.004	0.002	0.002	0.003				0.004	0.002	0.002	0.002				0.004	0.002	0.002	0.002
CPI-SC0EEF3A379	LAMC1_a6b1 complex	simple:P11047	complex:a6b1 complex	ENSG00000135862		True	False	False	curated	True	0.612				0.005	0.004						0.005	0.004						0.004	0.004			0.004	0.004	0.005	0.007	0.007	0.005	0.006	0.006	0.006	0.007	0.009	0.009	0.007	0.008				0.006	0.005		0.004	0.008	0.008	0.009	0.011	0.01	0.008	0.009
CPI-SC0E3784FFB	LAMC1_a2b1 complex	simple:P11047	complex:a2b1 complex	ENSG00000135862		True	False	False	curated	True	0.612				0.007	0.008		0.006				0.007	0.008		0.006				0.007	0.008		0.005				0.01	0.011	0.006	0.008	0.007	0.007	0.007	0.012	0.013	0.008	0.01				0.008	0.009		0.007	0.008	0.008	0.008	0.013	0.014	0.009	0.012
CPI-SS0472C478C	BMP7_PTPRK	simple:P18075	simple:Q15262	ENSG00000101144	ENSG00000152894	True	False	True	InnateDB-All	False	0.694			0.002	0.005	0.005	0.002	0.003			0.002	0.005	0.005	0.002	0.003				0.005	0.005	0.002	0.003			0.002	0.005	0.005	0.002	0.002			0.002	0.005	0.005	0.002	0.003			0.002	0.005	0.006	0.002	0.003			0.002	0.005	0.006	0.002	0.003
CPI-SC017215F7F	GDF11_TGFR_AVR2B	simple:O95390	complex:TGFR_AVR2B	ENSG00000135414		True	False	True	curated	False	1.694																																																	
CPI-SC08968AFE6	MSTN_TGFR_AVR2B	simple:O14793	complex:TGFR_AVR2B	ENSG00000138379		True	False	True	curated	False	1.694																																																	
CPI-SS0D529E576	GRIN2B_IL16	simple:Q13224	simple:Q14005	ENSG00000273079	ENSG00000172349	True	True	False	I2D	False	1.694																																																	
CPI-SC0C907A888	COL8A2_a10b1 complex	simple:P25067	complex:a10b1 complex	ENSG00000171812		True	False	False	curated	True	1.694																																																	
CPI-SC0B808E56A	COL6A6_a1b1 complex	simple:A6NMZ7	complex:a1b1 complex	ENSG00000206384		True	False	False	curated	True	1.694																																																	
CPI-SC023986FB9	MSTN_TGFR_AVR2A	simple:O14793	complex:TGFR_AVR2A	ENSG00000138379		True	False	True	curated	False	1.694																																																	
CPI-SS0C694CB44	VEGFA_GRIN2B	simple:P15692	simple:Q13224	ENSG00000112715	ENSG00000273079	True	False	True	I2D	False	1.694																																																	
CPI-SC0F74C069F	COL9A1_a10b1 complex	simple:P20849	complex:a10b1 complex	ENSG00000112280		True	False	False	curated	True	1.694																																																	
CPI-CS0C8F1E01F	ACVR_1B2A receptor_BMP3	complex:ACVR_1B2A receptor	simple:P12645		ENSG00000152785	True	True	False	curated	False	1.694																																																	
CPI-SS0D9EFC4F7	GNRH1_GNRHR	simple:P01148	simple:P30968	ENSG00000147437	ENSG00000109163	True	False	True	I2D	False	1.694																																																	
CPI-CS0FBBCDD66	IL4 receptor_IL4	complex:IL4 receptor	simple:P05112		ENSG00000113520	True	True	False	curated	False	1.694																																																	
CPI-CS00BF6CD40	IL13 receptor_IL4	complex:IL13 receptor	simple:P05112		ENSG00000113520	True	True	False	curated	False	1.694																																																	
CPI-SC05D8C0EF5	COL28A1_a10b1 complex	simple:Q2UY09	complex:a10b1 complex	ENSG00000215018		True	False	False	curated	True	1.694																																																	
CPI-SS0CCDBBBC0	CEACAM1_CEACAM8	simple:P13688	simple:P31997	ENSG00000079385	ENSG00000124469	True	False	False	curated	False	1.694																																																	
CPI-SS0C7833961	TSHB_TSHR	simple:P01222	simple:P16473	ENSG00000134200	ENSG00000165409	True	False	True	I2D	False	1.694																																																	
CPI-SS08C411721	CEACAM8_CEACAM6	simple:P31997	simple:P40199	ENSG00000124469	ENSG00000086548	False	False	False	curated	False	1.694																																																	
CPI-SS0F739D3DB	ANXA1_FPR1	simple:P04083	simple:P21462	ENSG00000135046	ENSG00000171051	True	False	True	guidetopharmacology.org	False	1.694																																																	
CPI-SS01BCB9360	NCAM1_BDNF	simple:P13591	simple:P23560	ENSG00000149294	ENSG00000176697	True	True	False	I2D	False	1.694																																																	
CPI-SS0A93C11C8	NGFR_BDNF	simple:P08138	simple:P23560	ENSG00000064300	ENSG00000176697	True	True	False	curated	False	1.694																																																	
CPI-CS09F35DDEB	ACVR_1B2A receptor_MSTN	complex:ACVR_1B2A receptor	simple:O14793		ENSG00000138379	True	True	False	curated	False	1.694																																																	
CPI-SS0F8DE3306	RLN2_RXFP3	simple:P04090	simple:Q9NSD7	ENSG00000107014	ENSG00000182631	True	False	True	guidetopharmacology.org	False	1.694																																																	
CPI-SS08EDE5442	IGFL2_IGFLR1	simple:Q6UWQ7	simple:Q9H665	ENSG00000204866	ENSG00000126246	True	False	True	IMEx,InnateDB-All,UniProt	False	1.694																																																	
CPI-SS052B38F1C	CCL22_CCR4	simple:O00626	simple:P51679	ENSG00000102962	ENSG00000183813	True	False	True	curated	False	1.694																																																	
CPI-SC0B4BD965C	COL9A3_a11b1 complex	simple:Q14050	complex:a11b1 complex	ENSG00000092758		True	False	False	curated	True	1.694																																																	
CPI-SS00AD71822	CCK_CCKBR	simple:P06307	simple:P32239	ENSG00000187094	ENSG00000110148	True	False	True	guidetopharmacology.org	False	1.694																																																	
CPI-SS09A3A441F	GUCY2C_GUCA2A	simple:P25092	simple:Q02747	ENSG00000070019	ENSG00000197273	True	True	False	guidetopharmacology.org	False	1.694																																																	
CPI-SC0F778DC8E	COL9A3_a1b1 complex	simple:Q14050	complex:a1b1 complex	ENSG00000092758		True	False	False	curated	True	1.694																																																	
CPI-SC09938698A	CSPG4_a3b1 complex	simple:Q6UVK1	complex:a3b1 complex	ENSG00000173546		False	False	False	curated	True	1.694																																																	
CPI-SC08AF9CA91	COL8A2_a11b1 complex	simple:P25067	complex:a11b1 complex	ENSG00000171812		True	False	False	curated	True	1.694																																																	
CPI-SS0F562FEA5	CXCL2_CXCR2	simple:P19875	simple:P25025	ENSG00000081041	ENSG00000180871	True	False	True	curated	False	1.694																																																	
CPI-SS0C7915758	CXCR2_CXCL6	simple:P25025	simple:P80162	ENSG00000180871	ENSG00000124875	True	True	False	curated	False	1.694																																																	
CPI-SS06CE0CF64	CORT_SSTR1	simple:O00230	simple:P30872	ENSG00000241563	ENSG00000139874	True	False	True	guidetopharmacology.org	False	1.694																																																	
CPI-SS032E9A219	CX3CR1_CX3CL1	simple:P49238	simple:P78423	ENSG00000168329	ENSG00000006210	True	True	True	curated	False	1.694																																																	
CPI-SC05565E8CE	COL4A6_a10b1 complex	simple:Q14031	complex:a10b1 complex	ENSG00000197565		True	False	False	curated	True	1.694																																																	
CPI-SC05D87F723	COL6A6_a2b1 complex	simple:A6NMZ7	complex:a2b1 complex	ENSG00000206384		True	False	False	curated	True	1.694																																																	
CPI-SS00E5D7E39	CORT_GHSR	simple:O00230	simple:Q92847	ENSG00000241563	ENSG00000121853	True	False	True	I2D	False	1.694																																																	
CPI-SC01F1F24AA	COL9A3_a2b1 complex	simple:Q14050	complex:a2b1 complex	ENSG00000092758		True	False	False	curated	True	1.694																																																	
CPI-SS0BE6DBE1A	POMC_MC5R	simple:P01189	simple:P33032	ENSG00000115138	ENSG00000176136	True	False	True	guidetopharmacology.org	False	1.694																																																	
CPI-SC04B354AE3	COL8A2_a2b1 complex	simple:P25067	complex:a2b1 complex	ENSG00000171812		True	False	False	curated	True	1.694																																																	
CPI-SS0133239EA	ADCYAP1_ADCYAP1R1	simple:P18509	simple:P41586	ENSG00000141433	ENSG00000078549	True	False	True	I2D,IMEx	False	1.694																																																	
CPI-SS0A915097A	GRIN2D_IL16	simple:O15399	simple:Q14005	ENSG00000105464	ENSG00000172349	True	True	False	I2D	False	1.694																																																	
CPI-SS0D3C90DDA	WISP3_SORL1	simple:O95389	simple:Q92673	ENSG00000112761	ENSG00000137642	True	False	True	InnateDB-All	False	1.694																																																	
CPI-SS09A36B221	BDNF_SORT1	simple:P23560	simple:Q99523	ENSG00000176697	ENSG00000134243	True	False	True	I2D,IMEx,InnateDB-All,IntAct	False	1.694																																																	
CPI-SS0BFD8E056	EFNB2_EPHB1	simple:P52799	simple:P54762	ENSG00000125266	ENSG00000154928	False	True	True	curated	False	1.694																																																	
CPI-SS0D41C7AF5	EPHB1_EFNB3	simple:P54762	simple:Q15768	ENSG00000154928	ENSG00000108947	False	True	True	curated	False	1.694																																																	
CPI-SS0470AF83E	EPHB1_EFNB1	simple:P54762	simple:P98172	ENSG00000154928	ENSG00000090776	False	True	False	curated	False	1.694																																																	
CPI-SC07E0348EF	COL6A6_a11b1 complex	simple:A6NMZ7	complex:a11b1 complex	ENSG00000206384		True	False	False	curated	True	1.694																																																	
CPI-CS017A50010	BMR1A_AVR2B_BMP8A	complex:BMR1A_AVR2B	simple:Q7Z5Y6		ENSG00000183682	True	True	False	curated	False	1.694																																																	
CPI-CS0C091F24B	BMR1A_ACR2A_BMP8A	complex:BMR1A_ACR2A	simple:Q7Z5Y6		ENSG00000183682	True	True	False	curated	False	1.694																																																	
CPI-CS090FFEDFE	BMPR1A_BMPR2_BMP8A	complex:BMPR1A_BMPR2	simple:Q7Z5Y6		ENSG00000183682	True	True	False	curated	False	1.694																																																	
CPI-SS0BA601DC4	BDNF_NTRK2	simple:P23560	simple:Q16620	ENSG00000176697	ENSG00000148053	True	False	True	curated	False	1.694																																																	
CPI-CS0860DA460	ACVR_1A2B receptor_BMP8A	complex:ACVR_1A2B receptor	simple:Q7Z5Y6		ENSG00000183682	True	True	False	curated	False	1.694																																																	
CPI-SS015E1E2C6	SELP_CD34	simple:P16109	simple:P28906	ENSG00000174175	ENSG00000174059	False	False	False	curated	False	1.694																																																	
CPI-SS08102DC9E	CXCL1_CXCR2	simple:P09341	simple:P25025	ENSG00000163739	ENSG00000180871	True	False	True	curated	False	1.694																																																	
CPI-SC069F95780	COL8A2_a1b1 complex	simple:P25067	complex:a1b1 complex	ENSG00000171812		True	False	False	curated	True	1.694																																																	
CPI-SS01158CABF	FFAR2_FAM3C	simple:O15552	simple:Q92520	ENSG00000126262	ENSG00000196937	True	True	False	IMEx,IntAct	False	1.694																																																	
